filename,Title,Artist,Year,Link,Copyright,Institution,Fag
ANSK05520.jpg,Den brændende tornebusk,Ukendt,1932,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1653030/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Religion
ANSK12290.jpg,Kulmile,Eschners teknologiske tavler,1910,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1660691/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Fysik
ANSK06016.jpg,Bjørn (variant),Danske billeder,1882,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1660073/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Anskuelsesundervisning
ANSK12535.jpg,"Udgifter til brændevin, øl og vin. Sammenlignet med andre forbrugsudgifter",Norske alkoholtavler,1905,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1667288/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Rus- og nydelsesmidler
ANSK07411.jpg,Tyrefægtning i Spanien,Land und Leben II: Europa,1907,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1657031/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Geografi
ANSK14703.jpg,Sangkor,Gertrud Caspari,1905,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1670138/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Anskuelsesundervisning
ANSK04317.jpg,De gamles masker,"Bilderbuch für Kinder : enthaltend eine angenehme Sammlung von Thieren, Pflanzen, Blumen, Früchten, Mineralien, Trachten und allerhand andern unterrichtenden Gegenständen aus dem Reiche der Natur, der Künste und Wissenschaften",1802,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object2295251/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Børnebøger
ANSK08721.jpg,Hval,Meinholds Wanderbilder für den Unterricht in der Zoologie,1895,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1654155/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Zoologi
ANSK09988.jpg,Svampetavle I,Karlson & Richters svampetavler,1936,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1669707/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Botanik
ANSK14294.jpg,Hyrderne på marken,Ukendt,1933,https://digitalesamlinger.kb.dk/images/billed/2010/okt/billeder/object1657357/da/,Materialet er fri af ophavsret,Det Kongelige Bibliotek,Religion
